UniProtKB_accession_number	corum_id
Q08122	6773
Q9ES03	6773
O70400	6774
P13020	6774
P97447	6774
Q7TPR4	6774
P52944	6775
Q9Z1P2	6775
Q3KNY0	6776
Q8C8H8	6776
Q8VHX6	6776
O75052	6777
Q14160	6777
Q8TAA9	6777
Q13153	6778
Q14155	6778
Q14160	6778
Q9Y2X7	6778
Q13153	6779
Q13177	6779
Q14155	6779
Q14160	6779
Q9Y2X7	6779
P49459	6780
Q5T4S7	6780
Q9P0J7	6780
P18163	6781
P32198	6781
Q9Z2L0	6781
P21796	6782
P30405	6782
Q9UQ90	6782
O00592	6783
P15311	6783
Q9NZA1	6783
P0DPB3	6784
P15311	6784
Q15599	6784
P31977	6785
Q920G2	6785
Q9WTQ2	6785
O43707	6787
P48764	6787
Q15599	6787
O14745	6788
O43707	6788
O14745	6789
P00533	6789
P60484	6789
O14745	6790
Q05513	6790
O14745	6791
P15311	6791
Q06495	6791
O14745	6792
P32120	6792
Q03431	6792
O14745	6793
P15311	6793
Q5T2W1	6793
Q15599	6794
Q15654	6794
Q9HBW0	6794
O15304	6795
Q9HBW0	6795
O15304	6796
O95977	6796
P08581	6798
P16144	6798
P21453	6798
P17252	6799
P21453	6799
P27361	6799
P28482	6799
P35968	6799
O95136	6800
P17252	6800
P27361	6800
P28482	6800
P35968	6800
P17252	6801
P27361	6801
P28482	6801
P35968	6801
Q99500	6801
P17252	6802
P27361	6802
P28482	6802
P35968	6802
Q9H228	6802
A0A286XPI2	6803
H0V6S9	6803
A0A286XPI2	6804
H0V0F7	6804
H0V6S9	6804
H0VMU3	6804
P21453	6805
P32121	6805
P04899	6806
P08069-PRO_0000016681	6806
P08069-PRO_0000016682	6806
P61073	6806
P62873	6806
P35348	6807
P61073	6807
P35368	6808
P61073	6808
P31750	6809
P63330	6809
Q91YI4	6809
P31750	6810
P63330	6810
Q6P1F6	6810
Q91YI4	6810
O88597	6812
Q6PF93	6812
Q8BWG8	6812
P05480	6813
P31750	6813
Q91YI4	6813
P05480	6814
P15208-PRO_0000016693	6814
P15208-PRO_0000016695	6814
P31750	6814
Q91YI4	6814
P21917	6815
Q13618	6815
Q53G59	6815
O75143	6816
O75385	6816
Q6ZNE5	6816
Q8NEB9	6816
D3ZFK9	6818
O70244	6818
P98158	6818
O14791	6819
P00739	6819
P01024	6819
P02647	6819
O14791	6820
P00739	6820
P01871	6820
P02647	6820
P02751	6820
P02753	6821
P02766	6821
P12273	6822
P25311	6822
P00450	6823
P02788	6823
P05164	6823
P00450	6824
P02788	6824
P00450	6825
P05164	6825
P05109	6826
P06702	6826
P05109	6827
P06702	6827
P35228	6827
P11362	6828
Q86Z14	6828
Q9NSA1	6828
O35082	6829
P35918	6829
Q61056	6829
O35082	6830
P11362	6830
Q9GZV9	6830
O35082	6831
P11362	6831
O95750	6832
P22455	6832
Q86Z14	6832
P22455	6833
Q86Z14	6833
P22455	6835
Q86Z14	6835
Q9NSA1	6835
P11362	6836
Q86Z14	6836
O60506	6838
O95793	6838
P61254	6838
P62753	6838
P67809	6838
Q00839	6838
Q08211	6838
Q15717	6838
Q9NZI8	6838
P70441	6839
Q60825	6839
P22361	6841
Q9CZL5	6841
Q9Z188	6841
P06239	6842
P21709	6842
P27986	6842
Q14289	6842
P17325	6843
P29596	6843
Q7Z589	6844
Q8N163	6844
Q9H4Z2	6844
P61964	6845
Q15291	6845
Q9H4Z2	6845
Q9UBL3	6845
Q8N163	6846
Q96EB6	6846
Q5BKZ1	6847
Q8N163	6847
Q7Z5L9	6848
Q8IU81	6848
Q9H1B7	6848
P61964	6849
Q15291	6849
Q9C005	6849
Q9UBL3	6849
P61964	6850
Q15291	6850
Q9UBL3	6850
P61964	6851
Q03164	6851
Q15291	6851
Q9C005	6851
Q9UBL3	6851
O14744	6852
Q01196	6852
Q13951	6852
Q9NQ92	6852
O14744	6853
Q9NQ92	6853
Q8IZL8	6854
Q9BV38	6854
Q9H4L4	6854
Q9NXF1	6854
Q9Y4W2	6854
Q5SY16	6855
Q8IZL8	6855
Q9BV38	6855
Q9H4L4	6855
Q9NXF1	6855
Q9Y4W2	6855
O00541	6856
Q14137	6856
Q9GZL7	6856
Q8IZL8	6857
Q9BV38	6857
Q9NXF1	6857
O14744	6858
P84090	6858
Q99873	6858
Q9BQA1	6858
Q9Y3Y2	6858
O94905	6859
P11021	6859
P14625	6859
P35613	6859
Q13438	6859
Q86TM6	6859
Q96CS3	6859
Q96DZ1	6859
Q9GZP9	6859
Q9UBU6	6859
Q9UBV2	6859
Q9Y385	6859
Q9Y679	6859
O95714	6860
Q05086	6860
Q16659	6860
Q96JN8	6860
P22033	6861
Q8IVH4	6861
P11441	6862
P46379	6862
Q7L5D6	6862
P04150	6863
Q13185	6863
Q96KQ7	6863
P04150	6864
Q13185	6864
Q9H9B1	6864
O88508	6865
Q3TKT4	6865
Q9Z148	6865
O94905	6866
Q9BVT8	6866
Q9UKV5	6866
Q01853	6867
Q9JI78	6867
Q9R049	6867
Q01853	6868
Q922Y1	6868
Q9R049	6868
Q01853	6869
Q922Y1	6869
Q9JI78	6869
P54728	6870
Q01853	6870
Q922Y1	6870
Q9JI78	6870
Q9R049	6870
O15503	6871
Q86WV6	6871
Q9UKV5	6871
Q99LS1	6872
Q9CZD0	6872
P46379	6873
Q96CS3	6873
Q9UKV5	6873
P14625	6874
Q5RKH6	6874
P62877	6875
Q13619	6875
Q16531	6875
Q96SW2	6875
P08113	6876
Q9DAU1	6876
Q9EQU3	6876
P08113	6877
Q9DAU1	6877
Q8CDF7	6878
Q8CDG1	6878
Q9CWU0	6878
P46938	6879
P82347	6879
Q62165	6879
Q7TSJ6	6879
Q8CDG1	6880
Q99MV1	6880
Q9CWU0	6880
Q16394	6881
Q93063	6881
A2AMT1	6882
E9Q616	6882
O55103	6882
P20152	6882
P26040	6882
Q68FG2	6882
Q6NVD9	6882
Q810U4	6882
Q8C8R3	6882
Q9QXS1	6882
A0A3Q1LVG3	6883
E1BM58	6883
F1MCK2	6883
P31976	6883
O15287	6884
O15360	6884
Q00597	6884
Q0VG06	6884
Q8IYD8	6884
Q8NB91	6884
Q9BTP7	6884
Q9HB96	6884
Q9NPI8	6884
Q9NW38	6884
Q0VG06	6885
Q8NB91	6885
Q9NW38	6885
Q13438	6886
Q96CS3	6886
Q9UBV2	6886
Q9Y385	6886
Q9Y679	6886
O35625	6887
O54950	6887
O88653	6887
Q5EG47	6887
Q8CF66	6887
Q9CQ22	6887
Q9D1L9	6887
Q9JHS3	6887
Q9R078	6887
Q9WTK7	6887
O15169	6888
O43504	6888
P21281	6888
P27449	6888
P38606	6888
P54619	6888
P61421	6888
Q0VGL1	6888
Q13131	6888
Q15831	6888
Q6IAA8	6888
Q9UHA4	6888
Q9Y2Q5	6888
Q9Y478	6888
P49815	6889
Q92574	6889
Q9P0N9	6889
P42356	6890
Q86TV6	6890
Q8IYD1	6890
Q9BYI3	6890
Q8NEY8	6891
Q99549	6891
Q9UK61	6891
Q9Z138	6892
Q9Z139	6892
P23258	6893
Q96CW5	6893
Q96RT7	6893
Q96RT8	6893
Q9BSJ2	6893
Q9UGJ1	6893
O76071	6895
P05141	6895
P18074	6895
Q96T76	6895
Q9Y3D0	6895
O76071	6896
Q96T76	6896
Q9H6Q4	6896
Q9Y3D0	6896
P63208	6900
Q13616	6900
Q9UK96	6900
P62877	6901
P63208	6901
Q13616	6901
Q9NRD1	6901
P62877	6902
P63208	6902
Q13616	6902
Q96EF6	6902
P62877	6903
P63208	6903
Q13616	6903
Q8NI29	6903
P62877	6904
P63208	6904
Q13616	6904
Q9H4M3	6904
P51617	6905
Q96FA3	6905
Q9NWZ3	6905
Q9Y4K3	6905
P49841	6906
Q969H0	6906
Q99626	6906
P35222	6907
Q96AC1	6907
Q9NQB0	6907
P35222	6908
P67809	6908
Q96AC1	6908
P05106	6909
P05230	6909
P11362	6909
O75530	6910
Q15910	6910
Q5T6S3	6910
Q60631	6911
Q62245	6911
Q8C180	6911
P22682	6912
Q60631	6912
Q8C180	6912
P15502	6913
P35555	6913
P98095	6913
P15502	6914
P35555	6914
Q9UBX5	6914
P11440	6915
P17156	6915
Q99MD9	6915
P16591	6916
Q05397	6916
Q14247	6916
O35346	6918
Q63767	6918
Q63768	6918
Q9QYV3	6918
P48059	6919
Q13418	6919
Q9NVD7	6919
Q13418	6920
Q7Z4I7	6920
Q9NVD7	6920
P50281	6921
P56945	6921
Q05397	6921
P05480	6922
P63034	6922
A7MB24	6923
A8YXX8	6923
F1MPZ9	6923
P85091	6923
Q0IIJ3	6923
P34152	6924
P68040	6924
Q01063	6924
P28482	6925
P49023	6925
Q05397	6925
P27671	6926
P34152	6926
Q91YX7	6926
P49023	6927
Q8WZ75	6927
Q13153	6928
Q14155	6928
Q14161	6928
P31749	6929
Q12778	6929
Q96P53	6929
P63027	6930
Q05513	6930
Q96P53	6930
Q13263	6931
Q8TF47	6931
Q9BZS1	6931
O14744	6932
O95863	6932
Q96IF1	6932
Q05513	6933
Q13501	6933
Q9Y4K3	6933
A0A1U7QTV2	6934
A0A1U8CRX6	6934
A0A3Q0CUU3	6934
P01106	6935
Q92830	6935
Q9Y4A5	6935
Q92830	6936
Q9Y4A5	6936
P27361	6937
P28482	6937
P49023	6937
Q92974	6937
P05213	6938
P05480	6938
P16054	6938
P20444	6938
P28867	6938
P34152	6938
P49817	6938
P63085	6938
P68369	6938
Q01776	6938
Q61097	6938
Q63844	6938
Q64727	6938
Q8VI36	6938
O75197	6939
O95859	6939
Q00604	6939
Q9ULV1	6939
O75581	6940
P01270	6940
Q03431	6940
A0A0G2K0H3	6941
P04089	6941
P25961	6941
O75473	6942
O75581	6942
Q13467	6942
O35625	6943
Q02248	6943
Q91VN0	6943
P22725	6944
Q61091	6944
Q9Z138	6944
P26450	6945
P63094	6945
Q61090	6945
P38398	6946
Q06609	6946
Q99728	6946
P48735	6948
O43837	6949
P50213	6949
P51553	6949
P28700	6950
Q921N8	6950
Q9Z0Y9	6950
P05556	6951
P17931	6951
P26006	6951
Q6UVK1	6951
P35546	6952
P48540	6952
P97785	6952
O60609	6953
P07949	6953
Q5T4W7	6953
D6RGH6	6954
O75496	6954
Q9H211	6954
P20336	6956
P24386	6956
Q92696	6956
O43143	6957
P16383	6957
Q9UBB9	6957
O76003	6958
Q9H3K6	6958
O43716	6959
O75879	6959
Q9H0R6	6959
O14576	6960
Q14203	6960
Q8TD16	6960
P35222	6961
Q9NWU2	6961
P35439	6962
Q00959	6962
O15169	6963
P49841	6963
Q9NWU2	6963
P06537	6964
P07901	6964
Q61696	6964
Q64378	6964
P35436	6965
P35438	6965
Q01097	6965
P35436	6966
P35438	6966
Q91ZU9	6966
A0A8I6ATC9	6967
D0Q0Y7	6967
D3ZE85	6967
D3ZFB6	6967
D3ZK93	6967
D4A0X1	6967
F1LN46	6967
M0RB53	6967
O08957	6967
P19490	6967
P19491	6967
P19492	6967
P19493	6967
P31016	6967
P62957	6967
P63057	6967
Q568Y7	6967
Q5BJU5	6967
Q62609	6967
Q6MG82	6967
Q71RJ2	6967
Q8VHW5	6967
Q8VHW9	6967
Q8VHX0	6967
O15269	6968
O15270	6968
O15269	6969
O15270	6969
Q9NUV7	6969
O15269	6970
Q8NFR3	6970
Q9NUV7	6970
A0A8I6ATC9	6971
B4F7C5	6971
D0Q0Y7	6971
D3ZE85	6971
D3ZFB6	6971
D3ZK93	6971
D4A0X1	6971
F1LN46	6971
M0RB53	6971
O08957	6971
P19490	6971
P19491	6971
P19492	6971
P19493	6971
P62957	6971
P63057	6971
Q568Y7	6971
Q5BJU5	6971
Q62609	6971
Q6MG82	6971
Q71RJ2	6971
Q8VHW5	6971
Q8VHW9	6971
Q8VHX0	6971
O15269	6972
Q969W0	6972
Q9NUV7	6972
O15269	6973
O15270	6973
Q8NFR3	6973
O15269	6974
O15270	6974
Q969W0	6974
P05412	6975
Q8TB68	6975
Q969H0	6975
D3Z902	6976
P0C6T3	6976
P17325	6976
A0A8I6ATC9	6977
D0Q0Y7	6977
D3ZE85	6977
D3ZFB6	6977
D3ZK93	6977
O08957	6977
P19490	6977
P19491	6977
P19492	6977
P19493	6977
P62957	6977
P63057	6977
Q568Y7	6977
Q5BJU5	6977
Q62609	6977
Q6MG82	6977
Q71RJ2	6977
Q8VHX0	6977
D0Q0Y7	6978
D3ZE85	6978
D3ZK93	6978
M0RB53	6978
O08957	6978
P19490	6978
P19491	6978
P19492	6978
P19493	6978
P63057	6978
Q568Y7	6978
Q5BJU5	6978
Q62609	6978
Q6MG82	6978
Q71RJ2	6978
Q8VHW9	6978
Q8VHX0	6978
A0A8I6ATC9	6979
B4F7C5	6979
D0Q0Y7	6979
D3ZE85	6979
D3ZFB6	6979
D3ZK93	6979
D4A0X1	6979
F1LN46	6979
M0RB53	6979
O08957	6979
P19490	6979
P19491	6979
P19492	6979
P19493	6979
P62957	6979
P63057	6979
Q568Y7	6979
Q5BJU5	6979
Q5XI64	6979
Q62609	6979
Q6MG82	6979
Q71RJ2	6979
Q8VHW5	6979
Q8VHW9	6979
Q8VHX0	6979
P05019	6980
P05106	6980
P06756	6980
P08069-PRO_0000016681	6980
P08069-PRO_0000016682	6980
A0A8I6ATC9	6981
D0Q0Y7	6981
D3ZE85	6981
D3ZK93	6981
D4A0X1	6981
M0RB53	6981
O08957	6981
P19490	6981
P19491	6981
P19492	6981
P19493	6981
P63057	6981
Q568Y7	6981
Q5BJU5	6981
Q62609	6981
Q6MG82	6981
Q71RJ2	6981
Q8VHX0	6981
O15269	6982
Q8N138	6982
Q2QI47	6983
Q80VW5	6983
Q8BIA7	6983
Q8VHN7	6983
P06454	6984
P49006	6984
P60709	6984
Q01105	6984
P06454	6985
P25786	6985
P39687	6985
Q00325	6985
Q07021	6985
P06454	6987
P39687	6987
Q92688	6987
P06454	6988
P39687	6988
P62491	6988
Q92688	6988
P06454	6989
Q01105	6989
P18206	6990
Q05397	6990
Q9NS62	6990
Q9Y490	6990
Q7L576	6991
Q9P2A4	6991
Q9Y6W5	6991
P05106	6993
P05230	6993
P06756	6993
Q13387	6994
Q9UQF2	6994
P54289	6995
Q02294	6995
Q02641	6995
Q99720	6995
P29452	6996
Q8BG60	6996
Q8R4B8	6996
Q9EPB4	6996
O60568	6997
Q15848	6997
Q8NBJ5	6997
P00533	6998
Q9Y274	6998
P49903	6999
Q99611	6999
Q9HD40	6999
Q9NX07	6999
O00469	7000
Q96AY3	7000
P31596	7001
P47863	7001
P47756	7002
Q96KX2	7002
O89109	7003
Q99246	7003
P42858	7004
Q07343	7004
Q9NRI5	7004
P30153	7005
P63151	7005
P67775	7005
Q8TCU5	7005
O08785	7006
P97784	7006
Q9WTL8	7006
P70315	7007
P97813	7007
Q60631	7007
O08785	7008
Q9R194	7008
Q9WTL8	7008
O54943	7010
P97784	7010
P63244	7011
Q86UX7	7011
P05556	7012
P63244	7012
P05107	7013
P63244	7013
P62873	7014
P63096	7014
P63211	7014
P62879	7015
P63096	7015
P63211	7015
P16520	7016
P63096	7016
P63211	7016
P63096	7017
P63211	7017
Q9HAV0	7017
O14775	7018
P63096	7018
P63211	7018
P59768	7019
P62873	7019
P63096	7019
P59768	7020
P62879	7020
P63096	7020
P16520	7021
P59768	7021
P63096	7021
P59768	7022
P63096	7022
Q9HAV0	7022
O14775	7023
P59768	7023
P63096	7023
P62873	7024
P63096	7024
P63215	7024
P62879	7025
P63096	7025
P63215	7025
P16520	7026
P63096	7026
P63215	7026
P63096	7027
P63215	7027
Q9HAV0	7027
O14775	7028
P63096	7028
P63215	7028
P05019	7029
P08069-PRO_0000016681	7029
P08069-PRO_0000016682	7029
P16144	7029
P23229	7029
P04150	7030
Q92900	7030
Q9NPI6	7030
Q9NPJ4	7030
P50150	7031
P62873	7031
P63096	7031
P50150	7032
P62879	7032
P63096	7032
P16520	7033
P50150	7033
P63096	7033
P50150	7034
P63096	7034
Q9HAV0	7034
O14775	7035
P50150	7035
P63096	7035
P62873	7036
P63096	7036
P63218	7036
P62879	7037
P63096	7037
P63218	7037
P28482	7038
P53004	7038
Q05655	7038
P35346	7040
Q01970	7040
Q5T2W1	7040
P30872	7041
Q01970	7041
Q5T2W1	7041
P30874	7042
Q01970	7042
Q5T2W1	7042
P32745	7043
Q01970	7043
Q5T2W1	7043
P31391	7044
Q01970	7044
Q5T2W1	7044
P05000	7045
P17181	7045
P48551	7045
P01563	7046
P48551	7046
P01563	7047
P17181	7047
P48551	7047
O60603	7048
Q15399	7048
O75925	7050
P63165	7050
P63279	7050
P61088	7051
Q15819	7051
Q96FW1	7051
O35254	7053
P41542	7053
Q62839	7053
G1SFH9	7054
G1SR94	7054
Q59I72	7054
P05712	7055
Q6AYB8	7055
Q9R064	7055
O35254	7056
Q62839	7056
P05165	7057
P05166	7057
O00522	7058
P61224	7058
Q9ULI3	7058
P16520	7059
P63096	7059
P63218	7059
P63096	7060
P63218	7060
Q9HAV0	7060
O14775	7061
P63096	7061
P63218	7061
O94916	7062
Q9GZV5	7062
Q8TEV9	7063
Q96LT7	7063
Q9HAD4	7063
Q8TEV9	7064
Q96LT7	7064
O75143	7065
O75385	7065
Q8TDY2	7065
Q8TEV9	7065
Q96LT7	7065
Q9BSB4	7065
Q9HAD4	7065
O60262	7066
P62873	7066
P63096	7066
O60262	7067
P62879	7067
P63096	7067
O60262	7068
P16520	7068
P63096	7068
O60262	7069
P63096	7069
Q9HAV0	7069
O14775	7070
O60262	7070
P63096	7070
P62873	7071
P63096	7071
Q9UK08	7071
P62879	7072
P63096	7072
Q9UK08	7072
P16520	7073
P63096	7073
Q9UK08	7073
P63096	7074
Q9HAV0	7074
Q9UK08	7074
O14775	7075
P63096	7075
Q9UK08	7075
P50151	7076
P62873	7076
P63096	7076
P50151	7077
P62879	7077
P63096	7077
P16520	7078
P50151	7078
P63096	7078
P50151	7079
P63096	7079
Q9HAV0	7079
O14775	7080
P50151	7080
P63096	7080
P61952	7081
P62873	7081
P63096	7081
P61952	7082
P62879	7082
P63096	7082
P16520	7083
P61952	7083
P63096	7083
P61952	7084
P63096	7084
Q9HAV0	7084
O14775	7085
P61952	7085
P63096	7085
P62873	7086
P63096	7086
Q9UBI6	7086
P62879	7087
P63096	7087
Q9UBI6	7087
P16520	7088
P63096	7088
Q9UBI6	7088
P63096	7089
Q9HAV0	7089
Q9UBI6	7089
O14775	7090
P63096	7090
Q9UBI6	7090
P62873	7092
P63096	7092
Q9P2W3	7092
P62879	7093
P63096	7093
Q9P2W3	7093
P16520	7094
P63096	7094
Q9P2W3	7094
P63096	7095
Q9HAV0	7095
Q9P2W3	7095
O14775	7096
P63096	7096
Q9P2W3	7096
Q13285	7098
Q13510	7098
P07602	7099
Q13285	7099
Q13510	7099
Q07617	7100
Q86Y56	7100
Q9NVR5	7100
Q96GD4	7101
Q99986	7101
P48431	7102
Q99986	7102
O60934	7103
Q99986	7103
O60934	7104
O76064	7104
Q99986	7104
P09936	7105
P54821	7105
P09936	7106
Q99811	7106
P00747	7107
P11717	7107
Q03405	7107
P11717	7108
Q03405	7108
P00749	7109
P11717	7109
Q03405	7109
P00747	7110
P00749	7110
P01137	7110
P11717	7110
Q03405	7110
Q5TC82	7111
Q7Z417	7111
P00749	7112
Q03405	7112
P34896	7113
Q15018	7113
P34897	7114
Q15018	7114
P13280	7115
P13834	7115
Q05397	7116
Q14451	7116
P70372	7117
Q03160	7117
P52912	7118
Q03160	7118
P52912	7119
P70372	7119
P52912	7120
P70372	7120
Q03160	7120
P80206	7121
Q91ZK4	7121
P38646	7122
Q8TAA5	7122
Q9HAV7	7122
Q8TAA5	7123
Q9HAV7	7123
P38646	7124
Q9HAV7	7124
P38646	7125
Q8TAA5	7125
O43615	7126
P38646	7126
Q8TAA5	7126
Q9HAV7	7126
P13861	7127
P49841	7127
Q9P0R6	7127
P31323	7129
Q9P0R6	7129
O00429	7130
P13861	7130
P49841	7130
Q9P0R6	7130
O60826	7131
Q567U6	7131
Q7Z3J2	7131
Q8N668	7131
O60826	7132
Q567U6	7132
Q7Z3J2	7132
Q567U6	7133
Q7Z4G1	7133
Q8N668	7133
Q567U6	7134
Q7Z3J2	7134
Q8N668	7134
A8K0Z3	7135
O60826	7135
Q567U6	7135
Q7Z3J2	7135
Q9Y4E1	7135
P55072	7136
Q9BUN8	7136
Q9Y6D0	7136
O08773	7137
P20171	7137
F1M9C3	7138
O08773	7138
P20171	7138
P21708	7138
Q01986	7138
O95487	7139
Q15436	7139
O95487	7140
P36956	7140
Q12770	7140
Q15436	7140
O95487	7141
Q15436	7141
Q9HCU5	7141
Q9Y6B6	7141
Q9Y6Y8	7141
P59768	7148
P62879	7148
P63092-1	7148
P49815	7157
Q92574	7157
O14640	7158
P49815	7158
O14640	7159
O15169	7159
P49815	7159
P49841	7159
O35764	7183
P47971	7183
O35764	7184
P97738	7184
P14635	7185
P41002	7185
P48506	7186
P48507	7186
Q96RQ3	7190
Q9HCC0	7190
A5YKK6	7192
O75175	7192
Q92600	7192
Q9C0C2	7192
Q9H9A5	7192
Q9NZN8	7192
Q9UIV1	7192
Q9UKZ1	7192
Q9ULM6	7192
Q00266	7197
Q9NZL9	7197
A5YKK6	7214
O75175	7214
Q92600	7214
Q96LI5	7214
Q9C0C2	7214
Q9H9A5	7214
Q9NZN8	7214
Q9UIV1	7214
Q9UKZ1	7214
A5YKK6	7215
O75175	7215
Q92600	7215
Q9C0C2	7215
Q9H9A5	7215
Q9NZN8	7215
Q9UFF9	7215
Q9UKZ1	7215
Q9ULM6	7215
A5YKK6	7216
O75175	7216
Q92600	7216
Q96LI5	7216
Q9C0C2	7216
Q9H9A5	7216
Q9NZN8	7216
Q9UFF9	7216
Q9UKZ1	7216
Q9H6R6	7219
Q9Y6D0	7219
Q68DK7	7220
Q8N5Y2	7220
Q9H7Z6	7220
Q9HCI7	7220
O15294	7221
P51610	7221
P61964	7221
Q7Z3B3	7221
Q96EZ8	7221
Q9BVI0	7221
Q9H7Z6	7221
Q9H9L4	7221
Q9P2N6	7221
P18074	7222
Q96T76	7222
Q96T76	7223
Q9Y3D0	7223
P51610	7224
Q96EK4	7224
O94776	7225
Q14839	7225
Q15672	7225
Q16576	7225
Q92769	7225
P46938	7226
P51448	7226
P54254	7226
P06213-PRO_0000016687	7227
P06213-PRO_0000016689	7227
P35570	7227
Q9JKF1	7227
P04177	7228
P14173	7228
Q01827	7228
P04177	7229
Q01818	7229
Q01827	7229
P23204	7230
Q91XE9	7230
Q923E4	7230
Q7TSP2	7231
Q9JLT0	7231
F1LRS8	7232
Q9R044	7232
Q9WVC0	7232
O14490	7233
Q96QB1	7233
Q9Y4I1	7233
O14490	7234
P78352	7234
Q96FJ2	7234
P14416	7235
Q9NRI5	7235
P54253	7236
Q96RK0	7236
O55042	7237
O88485	7237
P23708	7238
P53566	7238
P36544	7239
Q05586	7239
P36544	7240
Q12879	7240
P37840	7241
Q13509	7241
Q96KN7	7242
Q9P0W8	7242
O14965	7243
P01112	7243
P04049	7243
B2RUJ5	7244
B8QI33	7244
O70589	7244
P0DI97	7244
O09106	7245
O35129	7245
Q00915	7245
Q6ZPV2	7245
Q6ZQ88	7245
Q8C092	7245
P07355	7248
P08183	7248
P12931	7248
P63244	7248
P03372	7249
Q00987	7249
O15151	7250
P03372	7250
O15344	7251
P67775	7251
P78318	7251
O95696	7252
Q8WYB5	7252
Q8WYH8	7252
Q92794	7252
Q9HAF1	7252
Q8WYB5	7253
Q8WYH8	7253
Q92794	7253
Q9HAF1	7253
Q9ULD4	7253
O95251	7254
Q8WYH8	7254
Q9HAF1	7254
Q9NQC1	7254
O95251	7255
Q8WYH8	7255
Q92613	7255
Q9HAF1	7255
P08183	7256
P48307	7256
Q969Q6	7256
P00520	7257
Q4JIM5	7257
Q64010	7257
Q9Z2R6	7257
P00336	7258
P00339	7258
P51610	7259
P52747	7259
Q96EK4	7259
P25911	7261
P49710	7261
Q91WK7	7261
P40939	7262
P55084	7262
Q9H221	7263
Q9H222	7263
O54885	7264
Q9QUJ0	7264
Q9R007	7264
P05026	7265
P55087	7265
P78508	7265
Q15049	7265
Q9HBA0	7265
Q9NSN8	7265
P16083	7266
P31749	7266
P09622	7267
P36957	7267
Q02218	7267
Q92830	7267
P05026	7268
P55087	7268
P78508	7268
Q14CZ8	7268
Q15049	7268
Q9HBA0	7268
P0DMV8	7269
Q00610	7269
Q15751	7269
O00327	7271
Q99743	7271
O00327	7272
O15516	7272
O00327	7273
Q16665	7273
O00327	7274
Q99814	7274
P10415	7275
Q8N5K1	7275
P15169	7277
P22792	7277
O08539	7280
P39053	7280
Q69ZW3	7280
O00499	7281
P61006	7281
Q8NDI1	7281
P39748	7282
Q14191	7282
P14921	7283
P54821	7283
P07900	7284
P14618	7284
P49841	7284
O94992	7285
P12956	7285
P13010	7285
P23246	7285
P43243	7285
P78527	7285
Q15233	7285
Q8WXF1	7285
Q96PK6	7285
Q8TDB6	7286
Q96J02	7286
O14964	7287
Q92783	7287
Q99732	7287
O75581	7288
P18827	7288
Q9BY76	7288
O75581	7289
P34741	7289
Q9BY76	7289
O75581	7290
P31431	7290
Q9BY76	7290
P49770	7291
Q13144	7291
Q9NR50	7291
Q9UI10	7291
P49770	7292
Q13144	7292
Q14232	7292
Q9NR50	7292
Q9UI10	7292
P17433	7293
Q64287	7293
P17535	7294
Q03518	7294
P07992	7295
P23025	7295
P27694	7295
P55884	7296
Q92546	7296
P06454	7298
P25786	7298
P39687	7298
P60709	7298
Q00325	7298
Q07021	7298
P05141	7299
P06454	7299
P25788	7299
P39687	7299
Q92688	7299
P41743	7300
Q8TEW8	7300
Q9NPB6	7300
O75530	7304
Q14526	7304
Q15022	7304
Q15910	7304
Q5T6S3	7304
P05305	7309
P25101	7309
P22301	7310
Q13651	7310
O00327	7311
O15516	7311
Q16526	7311
P03372	7312
P35222	7312
A0FGR8	7313
Q9BSJ8	7313
A0FGR9	7314
Q9BSJ8	7314
O88809	7315
P17427	7315
P22892	7315
P19838	7316
P40763	7316
P40763	7317
Q04206	7317
P17844	7318
P35222	7318
P51858	7318
P30273	7319
Q9ULY5	7319
Q01362	7320
Q9ULY5	7320
A0A8C0SQ24	7321
A0A8I3NXR9	7321
A0A8I3RS97	7321
A0A8I3RTL4	7321
E2R4X3	7322
E2RQ08	7322
F1PCT7	7322
Q05052	7322
A0A8I3NIE0	7323
O97758	7323
P49773	7324
Q92993	7324
P49427	7325
P49773	7325
P62877	7325
P08047	7326
P49773	7326
E1BB77	7327
E1BQ34	7327
F1MXH6	7327
Q01196	7328
Q09472	7328
Q9H2X6	7328
P27986	7329
Q12959	7329
Q13368	7329
Q9BY67	7329
A0A0G2K2P5	7330
D4A4X4	7330
F1LRS8	7330
Q6P6T5	7330
Q6X936	7330
Q8K4G9	7330
Q9JHY1	7330
Q9R044	7330
P61586	7331
P63000	7331
Q9ULK5	7331
D4ACP1	7332
Q6AXZ5	7332
P51153	7333
Q8N3F8	7333
P26651	7337
Q14103	7337
Q07352	7338
Q14103	7338
Q14103	7339
Q5ISE2	7339
P47974	7340
Q14103	7340
Q9UBT7	7341
Q9Y4J8	7341
Q15392	7342
Q9UBM7	7342
P97924	7343
Q6RUV5	7343
Q810H6	7343
Q8N2Q7	7344
Q9ULB1	7344
Q9NRI5	7345
Q9UPV9	7345
Q8IXI2	7346
Q9NRI5	7346
P43033	7347
P68402	7347
Q29460	7347
A1A4J1	7348
E1BCW3	7348
Q0IIG5	7348
P42285	7349
Q6NZY4	7349
Q9Y580	7349
P39429	7350
Q3UHC7	7350
Q9EQY0	7350
P04626	7351
Q99988	7351
P09874	7352
P49916	7352
P97260	7353
Q60416	7353
O15294	7354
P51610	7354
Q8IXJ9	7354
P97260	7355
Q60429	7355
P40933	7356
Q08431	7356
