UniProtKB_accession_number	corum_id
Q9CQC7	382
Q9CQH3	382
Q9CQJ8	382
Q9CQZ5	382
Q9CQZ6	382
Q9CR21	382
Q9CR61	382
Q9CXZ1	382
Q9D6J5	382
Q9D6J6	382
Q9D8B4	382
Q9DC69	382
Q9DC70	382
Q9DCJ5	382
Q9DCS9	382
Q9DCT2	382
Q9ERS2	382
Q9MD82	382
Q9Z1P6	382
P18762	384
P31324	384
P51637	384
P63094	384
P97490	384
Q01815	384
Q76MZ3	384
B2RSH2	385
P18762	385
P31324	385
P51637	385
P63094	385
P97490	385
Q01815	385
Q76MZ3	385
Q5XPI4	386
Q9BSL1	386
P25205	387
P33991	387
P33992	387
P33993	387
P49736	387
Q14566	387
P63208	390
Q13616	390
Q9UKT8	390
P62877	391
Q13619	391
Q16531	391
O19069	392
P53590	392
P53597	393
Q96I99	393
P53597	394
Q9P2R7	394
Q9WUM5	395
Q9Z2I9	395
Q9WUM5	396
Q9Z2I8	396
P13086	397
Q499V7	397
P12265	398
Q64176	398
O97725	399
P03887	399
P03892	399
P03898	399
P03902	399
P03910	399
P03920	399
P03924	399
P04394	399
P15690	399
P17694	399
P23709	399
P23934	399
P23935	399
P25708	399
P25712	399
P34942	399
P34943	399
P42026	399
P42028	399
P42029	399
P48305	399
P52505	399
Q01321	399
Q02365	399
Q02366	399
Q02367	399
Q02368	399
Q02369	399
Q02370	399
Q02371	399
Q02372	399
Q02373	399
Q02374	399
Q02375	399
Q02376	399
Q02377	399
Q02378	399
Q02379	399
Q02380	399
Q02827	399
Q05752	399
Q8HXG5	399
Q8HXG6	399
Q95KV7	399
O97725	400
P03924	400
P04394	400
P15690	400
P17694	400
P23709	400
P23934	400
P23935	400
P25708	400
P25712	400
P34942	400
P34943	400
P42026	400
P42028	400
P42029	400
P48305	400
P52505	400
Q02366	400
Q02368	400
Q02370	400
Q02371	400
Q02377	400
Q05752	400
Q8HXG6	400
Q95KV7	400
O97725	401
P04394	401
P15690	401
P17694	401
P23709	401
P23934	401
P23935	401
P25708	401
P25712	401
P42026	401
P42028	401
Q02368	401
Q02370	401
Q05752	401
Q95KV7	401
P03910	402
P03920	402
P48305	402
P52505	402
Q02365	402
Q02367	402
Q02368	402
Q02369	402
Q02372	402
Q02373	402
Q02374	402
Q02378	402
Q02380	402
Q8HXG5	402
P00125	403
P00126	403
P00129	403
P00130	403
P00157	403
P07552	403
P13271	403
P13272	403
P23004	403
P31800	403
O75874	404
B1WC34	405
D3ZAN3	405
F1MPB1	406
Q58CS8	406
P33402	407
Q02153	407
Q02108	408
Q02153	408
P19468	409
P48508	409
P08003	413
P08113	413
P09103	413
P20029	413
P24369	413
Q6P5E4	413
Q99KV1	413
Q9ESP1	413
Q9JKR6	413
Q9JLK7	413
P08003	414
P08113	414
P09103	414
P20029	414
P24369	414
Q6P5E4	414
Q9ESP1	414
Q9JKR6	414
Q9JLK7	414
P40692	415
P54278	415
Q9UQ84	415
P11531	416
Q9Z0J4	416
P35355	417
P51638	417
A6HE60	418
D3ZMP6	418
P40615	418
Q6AYA1	418
P49354	419
P49356	419
P19024	421
P51638	421
Q62696	421
P56539	422
Q14118	422
P54279	423
Q9JK91	423
Q9QZ11	423
P12004	424
P40692	424
Q9UQ84	424
O15457	425
O43196	425
Q13227	425
Q16819	426
Q16820	426
Q64514	427
O96007	428
O96033	428
Q8NEB9	429
Q99570	429
O43143	430
O75533	430
P14678	430
P62304	430
P62306	430
P62308	430
P62314	430
P62316	430
P62318	430
P67809	430
Q13435	430
Q15393	430
Q15427	430
Q15696	430
Q16560	430
Q6IEG0	430
Q6P2Q9	430
Q8N8D1	430
Q8TBF4	430
Q96LT9	430
Q9BV90	430
Q9BWJ5	430
Q9UDW3	430
Q9Y3B4	430
P0DMV8	432
P29475	432
Q9UNE7	432
O60934	433
P35249	433
P35250	433
P35251	433
P38398	433
P40692	433
P43246	433
P49959	433
P52701	433
P54132	433
Q13315	433
Q92878	433
P35249	434
P35250	434
P35251	434
P38398	434
P40692	434
P43246	434
P52701	434
P54132	434
P35249	435
P35250	435
P35251	435
P38398	435
P40692	435
Q13315	435
P38398	436
P52701	436
Q92878	436
D3ZRD9	437
P13832	437
P16086	437
P18666	437
P34080	437
P48037	437
P60711	437
P63259	437
Q07936	437
Q62812	437
Q63610	437
Q68FP1	437
Q6I7S1	437
Q7TQ08	437
Q9QXQ0	437
O75486	438
O75528	438
O75529	438
P38398	438
P43246	438
P52701	438
Q12962	438
Q16594	438
Q92830	438
Q9Y4A5	438
P23727	439
P32871	439
Q8K2B3	440
Q9CQA3	440
Q9CXV1	440
Q9CZB0	440
O60244	441
O75448	441
P03372	441
Q15648	441
Q92830	441
Q93074	441
Q9NVC6	441
Q9UHV7	441
Q9ULK4	441
Q9Y2X0	441
Q9Y4A5	441
O46563	442
P11019	442
P21282	442
P23956	442
P31404	442
P31408	442
P39942	442
P61420	442
P79251	442
Q28029	442
Q29466	442
O14867	443
O15198	443
O95452	443
P17980	443
P19447	443
P50539	443
Q13118	443
Q15582	443
P13679	444
P61008	444
P67811	444
P83362	444
Q28250	444
P31039	446
P35720	446
Q3T189	446
Q95123	446
P11530	447
P49655	447
B5DFL0	448
P49655	448
F1M8K0	449
P49655	449
P47863	450
P49655	450
P49655	451
P84060	451
B5DFL0	452
P47863	452
F1M8K0	453
P47863	453
Q60737	454
Q9DBB1	454
B5DFL0	457
F1LYS7	457
F1M8K0	457
P11530	457
F1M8K0	458
O55147	458
P11530	458
P82279	460
Q8N3R9	460
Q8NI35	460
P82279	461
Q8N3R9	461
Q96JB8	461
O00268	462
O15265	462
O75486	462
O75528	462
O75529	462
P49848	462
Q12962	462
Q15393	462
Q15542	462
Q15545	462
Q16514	462
Q16594	462
Q6P1X5	462
Q92830	462
Q9Y4A5	462
Q9Y6J9	462
O00268	463
P20226	463
P21675	463
P49848	463
Q12962	463
Q15542	463
Q15543	463
Q15544	463
Q15545	463
Q16514	463
Q16594	463
P29994	464
P51111	464
P54256	464
O35668	465
P11881	465
P42859	465
P49768	466
Q92542	466
Q96BI3	466
Q9NZ42	466
P49810	467
Q8WW43	467
Q92542	467
Q9NZ42	467
P49810	468
Q92542	468
Q96BI3	468
Q9NZ42	468
O00268	469
P20226	469
P21675	469
P49848	469
Q12962	469
Q15542	469
Q15543	469
Q15544	469
Q15545	469
Q16514	469
Q16594	469
Q6P1X5	469
O00268	470
O15265	470
O75486	470
O75528	470
O75529	470
P49848	470
Q12962	470
Q15393	470
Q15542	470
Q15543	470
Q15545	470
Q16514	470
Q16594	470
Q6P1X5	470
Q92830	470
Q9Y4A5	470
Q9Y6J9	470
O75478	471
O75486	471
O75528	471
O75529	471
Q12962	471
Q16514	471
Q16594	471
Q92831	471
Q9Y4A5	471
Q9Y6J9	471
P07237	472
P13674	472
P07237	473
Q60716	473
P07237	474
Q7Z4N8	474
O75486	475
O75528	475
O75529	475
O94864	475
Q12962	475
Q15393	475
Q16514	475
Q16594	475
Q92830	475
Q96BN2	475
Q9Y4A5	475
Q9Y6J9	475
O15265	476
O75486	476
O75528	476
O75529	476
O94864	476
Q12962	476
Q15393	476
Q16514	476
Q16594	476
Q92830	476
Q96BN2	476
Q9Y4A5	476
Q9Y6J9	476
O75486	478
Q16594	478
Q92830	478
O55164	479
P08413	479
P11275	479
P31016	479
Q9QUH6	479
P29037	480
P97357	480
P97358	480
Q6PDZ2	480
P26450	482
P35235	482
P35546	482
P98083	482
Q60631	482
Q9Z1S8	482
O00268	485
P20226	485
P21675	485
P49848	485
Q12962	485
Q15542	485
Q15543	485
Q15544	485
Q15545	485
Q16514	485
Q16594	485
Q92750	485
O43516	486
P19105	486
P35579	486
P42768	486
P60660	486
P62736	486
Q5SXC4	488
Q8BL80	488
P52655	490
P52657	490
O00268	492
P20226	492
P21675	492
P49848	492
P52655	492
P52657	492
Q12962	492
Q15542	492
Q15543	492
Q15544	492
Q15545	492
Q16514	492
Q16594	492
Q5VWG9	492
Q6P1X5	492
O00268	493
P20226	493
P21675	493
P49848	493
P52655	493
P52657	493
Q00403	493
Q12962	493
Q15542	493
Q15543	493
Q15544	493
Q15545	493
Q16514	493
Q16594	493
Q5VWG9	493
Q6P1X5	493
P00158	495
P99028	495
Q8R1I1	495
Q9CPX8	495
Q9CQ69	495
Q9CR68	495
Q9CZ13	495
Q9D0M3	495
Q9D855	495
Q9DB77	495
P29037	496
Q62311	496
Q80UV9	496
Q8C092	496
Q8C176	496
Q8K0H5	496
Q8VE65	496
Q8VI33	496
Q91WW6	496
Q99JX1	496
Q9EQH4	496
Q9R1C0	496
O00268	497
Q16514	497
P04426	498
Q01887	498
Q61091	498
P04628	499
P34925	499
P34925	500
P56704	500
O14640	501
P34925	501
Q62165	504
Q9JM63	504
P11531	505
Q9JM63	505
Q61234	506
Q9JM63	506
O00268	508
P20226	508
P21675	508
P49848	508
Q12962	508
Q15542	508
Q15544	508
Q15545	508
Q16514	508
Q16594	508
O00268	509
P20226	509
P21675	509
P49848	509
Q12962	509
Q15542	509
Q15543	509
Q15544	509
Q15545	509
Q16514	509
Q16594	509
Q92804	509
P29037	510
Q9D3R9	510
Q80UV9	511
Q9D3R9	511
P08753	512
P14423	512
P29975	512
P35525	512
Q63664	512
O00268	513
O15265	513
O75486	513
O75528	513
O75529	513
P49848	513
Q12962	513
Q15393	513
Q15542	513
Q15545	513
Q16514	513
Q16594	513
Q6P1X5	513
Q92830	513
Q9HBM6	513
Q9Y4A5	513
Q9Y6J9	513
O00268	514
P20226	514
P21675	514
P49848	514
Q12962	514
Q15542	514
Q15543	514
Q15544	514
Q15545	514
Q16514	514
Q16594	514
Q9HBM6	514
P09217	515
P12368	515
P63329	515
Q5U301	515
A9UMV7	516
B2RYS2	516
B2RYX1	516
D3ZFQ8	516
P00159	516
P20788	516
P32551	516
Q5M9I5	516
Q68FY0	516
Q7TQ16	516
P13861	517
P24588	517
Q08209	517
P17612	518
Q02952	518
Q08499	518
P31323	519
Q92667	519
Q99417	519
P13861	520
P17612	520
P51787	520
P62136	520
Q99996	520
P12830	521
P35222	521
P98161	521
P12830	522
P35222	522
P98161	522
Q14254	522
P12368	523
P12369	523
P35439	523
Q9JHE0	523
O96019	525
Q92993	525
Q9Y230	525
Q9Y265	525
Q9Y4A5	525
C0JJ15	526
C0JJ16	526
Q13507	527
Q9UBN4	527
O95619	528
O96019	528
Q15014	528
Q92993	528
Q96L91	528
Q9H0E9	528
Q9H2F5	528
Q9HAF1	528
Q9NPF5	528
Q9NV56	528
Q9NXR8	528
Q9UBU8	528
Q9Y230	528
Q9Y265	528
Q9Y4A5	528
O95619	529
O96019	529
Q15014	529
Q15906	529
Q92993	529
Q96L91	529
Q9H0E9	529
Q9H2F5	529
Q9HAF1	529
Q9NPF5	529
Q9NV56	529
Q9NXR8	529
Q9UBU8	529
Q9Y230	529
Q9Y265	529
Q9Y4A5	529
P07992	531
P23025	531
Q92889	531
P05696	532
P08482	532
P0DP29	532
P63329	532
Q62658	532
Q99N78	532
O00566	533
Q96G21	533
Q9NV31	533
P05696	534
P08482	534
Q99N77	534
O60244	535
O75448	535
O75586	535
P10827	535
P24863	535
Q13503	535
Q15648	535
Q6P2C8	535
Q93074	535
Q9BTT4	535
Q9NPJ6	535
Q9NVC6	535
Q9UHV7	535
Q9Y2W1	535
Q9Y2X0	535
Q9Y3C7	535
P48995	536
Q13507	536
Q9HCX4	536
A2ABV5	537
Q6PGF3	537
Q8VCD5	537
Q921D4	537
Q9CQ39	537
Q9CQA5	537
Q9CZB6	537
Q9ESU6	537
Q9R0X0	537
P00405	538
P00416	538
P12787	538
P17665	538
P19536	538
P19783	538
P43024	538
P48771	538
P56391	538
P56393	538
Q64445	538
Q9CPQ1	538
Q9MD68	538
P10103	540
P20226	540
P05019	541
P17936	541
P35858	541
P00396	542
P00415	542
P00423	542
P00426	542
P00428	542
P00429	542
P00430	542
P04038	542
P07470	542
P07471	542
P10175	542
P13183	542
P68530	542
P00396	543
P00415	543
P00423	543
P00426	543
P00428	543
P00429	543
P00430	543
P04038	543
P13182	543
P13183	543
P13184	543
P14622	543
P68530	543
A0A8C0SKJ7	544
A0A8C0TSV4	544
A0A8I3MK71	544
A0A8I3P977	544
A0A8I3PN52	544
A0A8I3RZ08	544
A0A8I3S1Y6	544
A0A8I3S857	544
P52206	544
P00406	546
P05503	546
P05505	546
P10818	546
P10888	546
P11240	546
P11950	546
P12075	546
P35171	546
P80430	546
P80431	546
P80432	546
P80433	546
O60244	547
O75448	547
O75586	547
P24863	547
P49336	547
Q13503	547
Q15648	547
Q6P2C8	547
Q93074	547
Q9NPJ6	547
Q9NVC6	547
Q9UHV7	547
Q9Y2W1	547
Q9Y2X0	547
O43513	548
O60244	548
O75448	548
O75586	548
O95402	548
P11473	548
P28702	548
Q15648	548
Q93074	548
Q9NPJ6	548
Q9NVC6	548
Q9UHV7	548
Q9ULK4	548
Q9Y2X0	548
P29474	550
Q03135	550
Q8IVI9	550
P04053	551
P62805	551
P68431	551
Q16777	551
Q16778	551
Q5QJE6	551
P01574	552
P17181	552
P48551	552
P48995	553
P61586	553
Q14643	553
O96019	554
P51532	554
Q12824	554
Q68CP9	554
Q86U86	554
Q8TAQ2	554
Q92922	554
Q92925	554
Q969G3	554
Q96GM5	554
O14497	555
O96019	555
P51532	555
Q12824	555
Q8TAQ2	555
Q92922	555
Q92925	555
Q969G3	555
Q96GM5	555
O96019	556
P51532	556
Q12824	556
Q68CP9	556
Q8TAQ2	556
Q92922	556
Q969G3	556
Q96GM5	556
P29992	557
P48995	557
Q03135	557
Q14573	557
Q96QT4	558
Q9BX84	558
P26196	559
Q6P2E9	559
Q8IU60	559
Q96F86	559
Q9NPI6	559
Q09429	560
Q61743	560
O15116	561
P62310	561
P62312	561
Q9UK45	561
Q9Y333	561
Q9Y4Y9	561
Q9Y4Z0	561
O95777	562
P62310	562
P62312	562
Q9UK45	562
Q9Y333	562
Q9Y4Y9	562
Q9Y4Z0	562
O75947	563
O75964	563
P00846	563
P03928	563
P05496	563
P06576	563
P18859	563
P24539	563
P25705	563
P30049	563
P36542	563
P48047	563
P56134	563
P56381	563
P56385	563
Q9UII2	563
O14497	566
O96019	566
P51532	566
P60709	566
Q12824	566
Q8TAQ2	566
Q92922	566
Q969G3	566
Q96GM5	566
P11442	567
Q62968	567
Q8CJ99	567
A0A8I6AC78	568
B0BNB5	568
D3Z8B2	568
D3ZBL6	568
D3ZHV0	568
D3ZNS8	568
D4A7R3	568
D4ACK1	568
F1MA98	568
G3V6M8	568
M0R3M4	568
O08587	568
O08658	568
P11654	568
P17955	568
P37199	568
P49791	568
P49793	568
P52590	568
P52591	568
P70581	568
P70582	568
Q3SWS8	568
Q4QQS8	568
Q5RJY5	568
Q5XFW8	568
Q66HC5	568
Q68FY1	568
P29476	569
P31016	569
Q00960	569
O14497	570
P51532	570
Q09472	570
Q12824	570
Q8TAQ2	570
Q92793	570
Q92922	570
O14497	571
Q09472	571
Q92793	571
O54941	572
P60710	572
P63158	572
P70288	572
P97496	572
Q03267	572
Q60973	572
Q61466	572
Q6PDG5	572
Q6PDQ2	572
Q9Z0H3	572
Q9Z2N8	572
P00829	574
P01096	574
P05630	574
P05631	574
P05632	574
P19483	574
P19838	575
P41279	575
Q8NFZ5	575
P00829	576
P00847	576
P01096	576
P02721	576
P03929	576
P05630	576
P05631	576
P05632	576
P13619	576
P13620	576
P13621	576
P19483	576
P32876	576
Q00361	576
P04637	577
Q14192	577
Q9H2X6	577
O54941	578
Q61466	578
Q6PDG5	578
Q9Z0H3	578
P14753	579
Q62077	579
Q9R244	579
P14753	580
Q9R244	580
Q9Z329	580
P14753	581
Q62077	581
Q9R244	581
Q9Z329	581
O08900	582
O09106	582
P70288	582
P81183	582
P97496	582
Q03267	582
Q3TKT4	582
Q60972	582
Q61466	582
Q6P9Z1	582
Q6PDQ2	582
Q99JR8	582
O08900	583
O09106	583
P70288	583
P81183	583
Q03267	583
Q6PDQ2	583
O08661	584
P20651	584
Q9WVC7	584
O95983	585
P41182	585
Q13547	585
Q14839	585
Q9BTC8	585
P29994	586
P30277	586
P39951	586
O95983	587
Q09028	587
Q13330	587
Q13547	587
Q14839	587
Q16576	587
Q92769	587
O97725	589
P00125	589
P00126	589
P00129	589
P00130	589
P00157	589
P00396	589
P00415	589
P00423	589
P00426	589
P00428	589
P00429	589
P00430	589
P03887	589
P03892	589
P03898	589
P03902	589
P03910	589
P03920	589
P03924	589
P04038	589
P04394	589
P07552	589
P10175	589
P13182	589
P13183	589
P13184	589
P13271	589
P13272	589
P15690	589
P17694	589
P23004	589
P23709	589
P23934	589
P23935	589
P25708	589
P25712	589
P31800	589
P34942	589
P34943	589
P42026	589
P42028	589
P42029	589
P48305	589
P52505	589
P68530	589
Q01321	589
Q02365	589
Q02366	589
Q02367	589
Q02368	589
Q02369	589
Q02370	589
Q02371	589
Q02372	589
Q02373	589
Q02374	589
Q02375	589
Q02376	589
Q02377	589
Q02378	589
Q02379	589
Q02380	589
Q02827	589
Q05752	589
Q8HXG5	589
Q8HXG6	589
Q95KV7	589
Q63881	590
Q6Q629	590
Q9JM47	590
O75446	591
Q09028	591
Q13547	591
Q16576	591
Q4LE39	591
Q92769	591
Q96ST3	591
Q9H0E3	591
O75446	592
Q09028	592
Q13547	592
Q16576	592
Q4LE39	592
Q92769	592
Q96ST3	592
Q9H0E3	592
Q9H7L9	592
Q63881	593
Q6Q629	593
P46101	594
Q63881	594
Q8N608	595
Q9NZV8	595
P08050	597
P82995	597
Q62760	597
Q62897	598
Q6Q629	598
P46101	599
Q62897	599
D3ZYK3	600
P46101	600
D3ZYK3	601
Q6Q629	601
P46101	604
Q63881	604
Q8R426	604
O14925	605
O43615	605
Q99595	605
Q63881	606
Q8R426	606
Q63881	607
Q9JM59	607
Q63881	608
Q9JM47	608
Q62897	609
Q63881	609
Q7Z3B3	610
Q8N5Y2	610
Q9H7Z6	610
Q9HCI7	610
F1LQN9	611
O54921	611
O54922	611
O54923	611
O54924	611
P97878	611
Q62824	611
Q62825	611
P0CG13	612
Q8WVB6	612
Q9BVC3	612
P0CG13	613
P40938	613
Q8WVB6	613
Q9BVC3	613
O60341	614
Q09028	614
Q12873	614
Q13330	614
Q13547	614
Q14839	614
Q92769	614
O35092	616
O35093	616
O35094	616
P48721	616
O14936	617
Q02410	617
Q9NUP9	617
O60934	619
P49959	619
Q15554	619
Q92878	619
O60341	620
O75362	620
Q13547	620
Q92769	620
Q96BD5	620
Q9P0W2	620
Q9UKL0	620
P40337	622
Q13617	622
Q15369	622
Q15370	622
P62072	623
Q9Y5J7	623
O60341	624
Q9UKL0	624
O60341	626
O75362	626
P0DMV8	626
P0DMV9	626
Q13363	626
Q13547	626
Q92766	626
Q96BD5	626
Q96EK2	626
Q9NP66	626
Q9P0W2	626
Q9P2K3	626
Q9UBW7	626
Q9UKL0	626
O60934	627
P49959	627
Q92878	627
Q9Y4A5	627
O70257	628
P58200	628
Q9WUF4	628
Q9Z2Q7	628
P54132	629
P62380	629
O08661	630
P12368	630
P27791	630
P62138	630
P63331	630
P97534	630
O14965	631
O75410	631
Q14008	631
O60341	632
O94776	632
P78347	632
Q09028	632
Q12873	632
Q13330	632
Q13547	632
Q14202	632
Q14687	632
Q14839	632
Q16576	632
Q92769	632
Q96BD5	632
Q96ST3	632
Q9P0W2	632
Q9UBW7	632
Q9UKL0	632
O60341	633
O75362	633
P78347	633
Q13547	633
Q14202	633
Q14687	633
Q92769	633
Q96BD5	633
Q9P0W2	633
Q9UBW7	633
Q9UKL0	633
O60341	634
P78347	634
Q13547	634
Q14202	634
Q92769	634
O00116	635
O15228	635
O60341	636
Q13547	636
Q92769	636
Q96BD5	636
Q9P0W2	636
Q9UKL0	636
P00516	638
Q9N1F0	638
Q9TU34	638
Q96S59	639
Q99549	639
Q9NWU2	639
Q9UL63	639
P32851	640
P63045	640
Q6P6S0	640
O95807	641
Q96S59	641
O00257	642
O60315	642
O60341	642
O75362	642
P37275	642
P56545	642
Q13363	642
Q13547	642
Q92618	642
Q92766	642
Q92769	642
Q96JN0	642
Q96KQ7	642
Q9H9B1	642
Q9P2K3	642
Q9UKL0	642
Q9Y232	642
O60341	643
P37275	643
P56545	643
Q13363	643
Q13547	643
Q92769	643
Q96KQ7	643
Q9H9B1	643
Q9UKL0	643
Q07666	644
Q96KQ4	644
O60341	646
O94776	646
O95983	646
Q09028	646
Q12873	646
Q13547	646
Q16576	646
Q9UBB5	646
Q9UKL0	646
O70422	647
P04444	647
P13864	647
Q3THK3	647
O60341	648
Q13547	648
Q9UKL0	648
O94776	649
O95983	649
Q09028	649
Q12873	649
Q13547	649
Q16576	649
Q86YP4	649
Q9UBB5	649
Q9UKL0	649
O94776	650
O95983	650
Q09028	650
Q12873	650
Q16576	650
Q86YP4	650
Q92769	650
O00203	652
O14617	652
O95295	652
P78537	652
Q6QNY0	652
Q6QNY1	652
Q8TDH9	652
Q92572	652
Q96EV8	652
Q9NUP1	652
Q9UL45	652
Q9Y2T2	652
O35165	653
Q08851	653
Q5EGY4	653
Q62896	653
O95295	654
P78537	654
Q6QNY0	654
Q6QNY1	654
Q86YV9	654
Q8TDH9	654
Q969F9	654
Q96EV8	654
Q9NUP1	654
Q9UL45	654
Q9UPZ3	654
Q00613	655
Q03933	655
O75436	656
Q96QK1	656
Q9UBQ0	656
O60749	657
O75436	657
Q13596	657
Q96QK1	657
Q9UBQ0	657
P25961	661
P52296	661
P83953	661
O00470	662
P31269	662
P40425	662
O35152	663
Q08851	663
Q5EGY4	663
Q62931	663
O35165	664
Q08851	664
Q4KM74	664
Q62896	664
P22002	665
Q62976	665
P54282	666
Q62976	666
Q02294	667
Q62976	667
P07550	668
P24588	668
Q12791	668
P10608	669
P24587	669
P24587	670
Q62976	670
P10608	671
Q62976	671
P07550	672
Q12791	672
O35987	673
P46462	673
Q08851	673
P49769	674
P57716	674
Q8BVF7	674
Q9CQR7	674
Q9D1D4	674
P97799	675
Q9D1D4	675
O08553	676
P11499	676
P28184	676
P60710	676
Q04447	676
Q61696	676
P11499	677
P28184	677
Q04447	677
Q14691	678
Q9BRT9	678
Q9BRX5	678
Q9Y248	678
O09106	679
O88574	679
P19182	679
Q60974	679
Q62141	679
P43487	680
P49961	680
O14745	682
P13569	682
P15311	682
P28360	684
P55771	684
O94776	685
O95983	685
Q09028	685
Q13547	685
Q14839	685
Q16576	685
Q8WXI9	685
Q92769	685
Q9UBB5	685
Q8C0J2	686
Q99J83	686
Q9CQY1	686
O14745	687
P07550	687
P13569	687
P39688	688
Q9JLQ0	688
Q8CC35	690
Q9JLQ0	690
O00422	691
O75446	691
Q09028	691
Q13547	691
Q16576	691
Q4LE39	691
Q8TEE9	691
Q92769	691
Q96ST3	691
Q9H0E3	691
Q9H7L9	691
O88368	692
P62959	692
Q5XIM7	692
Q62760	693
Q75Q39	693
Q75Q41	693
P05132	694
P52792	694
Q3U7K1	694
Q61337	694
Q8R5H6	694
O75446	695
Q09028	695
Q13547	695
Q16576	695
Q4LE39	695
Q92769	695
Q96ST3	695
O75182	696
O75446	696
Q09028	696
Q13547	696
Q16576	696
Q92769	696
Q96ST3	696
Q9HCU9	696
Q4LE39	697
Q9HCU9	697
P41350	700
P60881	700
B5DF91	701
Q5BJN3	701
Q5PQR7	701
Q6IMY8	701
P41227	702
Q9BXJ9	702
Q08851	703
Q62896	703
Q9JHW5	703
Q9JI51	703
O43264	704
P54921	704
Q4KM74	704
Q62991	704
Q68FW4	704
Q6NUQ1	704
Q9NZ43	704
O43264	705
Q6NUQ1	705
Q9NZ43	705
O14964	706
P60880	706
Q86Y82	706
P60880	707
P63027	707
Q86Y82	707
O14497	711
O14744	711
O96019	711
P51531	711
Q12824	711
Q8TAQ2	711
Q92922	711
Q969G3	711
Q96GM5	711
A4IFH6	712
P00516	712
P61585	712
P62739	712
Q2HJ38	712
Q9N1F0	712
Q9TU34	712
O14497	713
O14744	713
O96019	713
P51532	713
Q09028	713
Q12824	713
Q6STE5	713
Q8TAQ2	713
Q92769	713
Q92922	713
Q92925	713
Q969G3	713
Q96GM5	713
Q96ST3	713
O14497	714
O14744	714
O96019	714
P51531	714
Q09028	714
Q12824	714
Q13547	714
Q6STE5	714
Q8TAQ2	714
Q92769	714
Q92922	714
Q92925	714
Q969G3	714
Q96GM5	714
Q96ST3	714
P09405	716
P17433	716
P31809	716
P70696	716
Q9Z2D6	716
O09106	717
P17433	717
Q60520	717
Q9Z2D6	717
P07356	718
P08207	718
P69744	718
P07356	719
P08207	719
P17947	720
Q13547	720
Q96ST3	720
P17947	721
P20226	721
P06400	723
Q9UBU8	723
Q9Y605	723
Q9H7Z6	724
Q9UBU8	724
O43707	725
O95425	725
P05107	725
P08238	725
P0DMV8	725
P11142	725
P23467	725
P42356	725
P60709	725
Q13368	725
Q16787	725
Q99572	725
P61201	726
P62877	726
Q13098	726
Q13619	726
Q16531	726
Q7L5N1	726
Q92466	726
Q92905	726
Q99627	726
Q9BT78	726
Q9UBW8	726
Q9UNS2	726
P61201	727
P62877	727
Q13098	727
Q13216	727
Q13619	727
Q16531	727
Q7L5N1	727
Q92905	727
Q99627	727
Q9BT78	727
Q9UBW8	727
Q9UNS2	727
P24928	728
P61201	728
P62877	728
Q13098	728
Q13216	728
Q13619	728
Q16531	728
Q7L5N1	728
Q92905	728
Q99627	728
Q9BT78	728
Q9UBW8	728
Q9UNS2	728
P62877	729
P63208	729
Q13616	729
Q5XUX0	729
O00161	730
P23763	730
Q12846	730
O00161	731
P63027	731
Q12846	731
P23763	733
P51809	733
Q12846	733
O70439	735
O88384	735
Q9JKK1	735
O70404	736
O70439	736
O88384	736
O88983	736
B0LPN4	737
P27791	737
P63331	737
Q9WVC7	737
O00422	738
O75446	738
Q09028	738
Q13547	738
Q16576	738
Q4LE39	738
Q92769	738
Q96ST3	738
Q9UK53	738
O00422	739
O14497	739
O75446	739
O96019	739
P51532	739
Q09028	739
Q12824	739
Q13547	739
Q16576	739
Q4LE39	739
Q8TAQ2	739
Q92769	739
Q92922	739
Q96GM5	739
Q96ST3	739
Q9UK53	739
O15234	740
P38919	740
P61326	740
Q9Y5S9	740
O15379	741
O60907	741
O75376	741
Q13227	741
Q9BZK7	741
O00303	742
O15371	742
O15372	742
O75821	742
O75822	742
P55884	742
P60228	742
Q13347	742
Q14152	742
Q99613	742
Q9UBQ5	742
Q9Y262	742
O75182	745
Q92769	745
Q96ST3	745
Q9Y618	745
P49715	746
Q9UBC0	746
Q13547	747
Q96ST3	747
Q9Y618	747
O43318	748
Q9Y4K3	748
P51608	749
Q13547	749
Q92769	749
Q96ST3	749
D3ZBP2	750
Q00566	750
Q99PA1	750
Q99PA2	750
P11531	751
Q61056	751
Q61234	751
O15379	752
O60907	752
Q9Y618	752
O43556	753
P29474	753
P46939	753
Q03135	753
Q14118	753
O15234	754
P38919	754
P61326	754
Q9BZI7	754
Q9Y5S9	754
O15234	755
P38919	755
P61326	755
Q9BRP8	755
Q9BZI7	755
Q9Y5S9	755
P06396	756
Q86TP1	756
P49841	757
Q86TP1	757
P15531	758
Q86TP1	758
F8WG29	759
Q04589	759
A0A8I6AI04	762
D4A6X1	762
P61326	763
Q9Y5S9	763
O75923	764
Q9HBI1	764
Q63635	765
Q9Z2P6	765
P09216	766
P19491	766
P49799	766
